Package ID,Package Name,Country,Cities Covered,Duration,Hotel Category,Meals,Transportation,Major Attractions,Activities,Package Type,Best For,Rating,Estimated Cost
JAP002,Japan Family Discovery,Japan,"Tokyo, Kyoto",8D/7N,4-Star Hotel,Breakfast + Dinner,"Private Transfers, Shinkansen","Tokyo Disneyland, Fushimi Inari Shrine, Arashiyama Bamboo Forest, Asakusa Temple","Theme Parks, Cultural Experiences, Family Sightseeing",Family,Families,4.8,185000
JAP003,Japan Romantic Escape,Japan,"Kyoto, Hakone",7D/6N,5-Star Ryokan & Resort,Breakfast + Romantic Dinner,"Private Transfers, Bullet Train","Mount Fuji, Lake Ashi, Kiyomizu-dera Temple, Gion District","Onsen Experience, Lake Cruise, Tea Ceremony, Couples Spa",Honeymoon,Couples,4.9,255000
JAP004,Japan Adventure Expedition,Japan,"Hokkaido, Nagano",9D/8N,Mountain Lodge,Breakfast,"Domestic Flight, Private Transfers","Niseko Ski Resort, Jigokudani Snow Monkey Park, Shiretoko National Park","Skiing, Snowboarding, Hiking, Wildlife Viewing",Adventure,Adventure Lovers,4.9,245000
JAP005,Japan Luxury Escape,Japan,"Tokyo, Kyoto, Osaka",10D/9N,5-Star Luxury Hotel,All Meals,"Business Class Domestic Flight, Private Chauffeur","Imperial Palace, Ginza, Kinkaku-ji, Osaka Castle","Michelin-Star Dining, Private City Tours, Luxury Shopping, Helicopter Ride",Luxury,Premium Travelers,5,435000
JAP006,Japan Cultural Heritage Tour,Japan,"Kyoto, Nara",8D/7N,4-Star Traditional Hotel,Breakfast,"Shinkansen, Private Coach","Fushimi Inari Shrine, Kinkaku-ji, Todai-ji Temple, Nara Park","Tea Ceremony, Kimono Experience, Temple Tours, Cultural Performances",Cultural,History Enthusiasts,4.9,175000
JAP007,Japan Nature Explorer,Japan,"Hakone, Fuji Five Lakes",8D/7N,Eco Resort,Breakfast + Dinner,Private Transfers,"Mount Fuji, Lake Kawaguchi, Owakudani Valley, Chureito Pagoda","Nature Walks, Ropeway Ride, Hot Springs, Photography",Nature & Wildlife,Nature Lovers,4.8,195000
JAP008,Ultimate Japan Grand Tour,Japan,"Tokyo, Kyoto, Osaka, Nara, Hakone, Hiroshima",15D/14N,5-Star Hotels,Breakfast + Dinner,"Shinkansen, Domestic Flight, Private Transfers","Mount Fuji, Tokyo Skytree, Fushimi Inari Shrine, Osaka Castle, Hiroshima Peace Memorial Park, Miyajima Island","City Tours, Cultural Experiences, Onsen Stay, Shopping, Scenic Cruises",Grand Tour,All Travelers,5,495000
MAL001,Malaysia Budget Explorer,Malaysia,"Kuala Lumpur, Genting Highlands",5D/4N,3-Star Hotel,Breakfast,"Airport Transfers, Shared Coach, Cable Car","Petronas Twin Towers, Batu Caves, Genting SkyWorlds, KL Tower","City Tours, Shopping, Theme Park Visit",Budget,"Students, Solo Travelers",4.5,45000
MAL002,Malaysia Family Discovery,Malaysia,"Kuala Lumpur, Langkawi",6D/5N,4-Star Hotel,Breakfast + Dinner,"Domestic Flight, Private Transfers","Langkawi Sky Bridge, Underwater World, Petronas Twin Towers","Beach Activities, Cable Car Ride, Family Sightseeing",Family,Families,4.8,75000
MAL003,Malaysia Romantic Escape,Malaysia,"Langkawi, Penang",6D/5N,5-Star Beach Resort,Breakfast + Romantic Dinner,"Domestic Flight, Private Transfers","Cenang Beach, Langkawi Sky Bridge, Penang Hill, Kek Lok Si Temple","Sunset Cruise, Spa, Beach Dinner, Heritage Walk",Honeymoon,Couples,4.9,125000
MAL004,Malaysia Adventure Expedition,Malaysia,"Sabah, Kota Kinabalu",8D/7N,4-Star Resort,Breakfast,"Domestic Flight, Private Transfers","Mount Kinabalu, Tunku Abdul Rahman Marine Park, Poring Hot Springs","Mountain Trekking, Scuba Diving, Island Hopping, Wildlife Tours",Adventure,Adventure Lovers,4.8,155000
MAL005,Malaysia Luxury Escape,Malaysia,"Kuala Lumpur, Langkawi",8D/7N,5-Star Luxury Hotel & Resort,All Meals,"Business Class Domestic Flight, Private Chauffeur","Petronas Twin Towers, Langkawi Sky Bridge, Datai Bay","Luxury Shopping, Private Yacht Cruise, Spa, Fine Dining",Luxury,Premium Travelers,5,285000
MAL006,Malaysia Cultural Heritage Tour,Malaysia,"Kuala Lumpur, Malacca, Penang",7D/6N,4-Star Hotel,Breakfast,Private Coach,"Malacca Heritage City, George Town UNESCO Site, Sultan Abdul Samad Building","Heritage Walks, Museum Tours, Local Food Trail",Cultural,History Enthusiasts,4.8,95000
MAL007,Malaysia Nature Explorer,Malaysia,"Borneo, Sandakan",8D/7N,Eco Resort,Breakfast + Dinner,"Domestic Flight, Shared Transfers","Kinabatangan River, Sepilok Orangutan Rehabilitation Centre, Rainforest Discovery Centre","River Safari, Jungle Trekking, Bird Watching, Wildlife Photography",Nature & Wildlife,Nature Lovers,4.9,165000
MAL008,Ultimate Malaysia Grand Tour,Malaysia,"Kuala Lumpur, Genting Highlands, Langkawi, Penang, Malacca",12D/11N,5-Star Hotels,Breakfast + Dinner,"Domestic Flights, Private Transfers","Petronas Twin Towers, Batu Caves, Langkawi Sky Bridge, George Town, Malacca Heritage City","City Tours, Beach Excursions, Cultural Experiences, Shopping, Island Hopping",Grand Tour,All Travelers,5,325000
MLD001,Maldives Budget Explorer,Maldives,"Mal�, Maafushi Island",5D/4N,3-Star Guesthouse,Breakfast,Airport Speedboat Transfers,"Mal� City, Maafushi Beach, Local Markets, Bikini Beach","Beach Walks, Snorkeling, Island Exploration",Budget,"Students, Solo Travelers",4.5,65000
MLD002,Maldives Family Discovery,Maldives,"Mal�, Hulhumal�",6D/5N,4-Star Beach Resort,Breakfast + Dinner,Speedboat Transfers,"Hulhumal� Beach, Ocean Park, Mal� Fish Market, Artificial Beach","Family Beach Activities, Dolphin Cruise, Water Sports",Family,Families,4.8,115000
MLD003,Maldives Romantic Escape,Maldives,South Mal� Atoll,5D/4N,5-Star Overwater Villa,Breakfast + Romantic Dinner,Luxury Speedboat Transfers,"Overwater Villas, Coral Reefs, Sandbanks","Candlelight Dinner, Sunset Cruise, Couples Spa, Snorkeling",Honeymoon,Couples,4.9,225000
MLD004,Maldives Adventure Expedition,Maldives,"Baa Atoll, Ari Atoll",7D/6N,4-Star Island Resort,Breakfast,Seaplane & Speedboat Transfers,"Hanifaru Bay, Coral Gardens, Ari Atoll","Scuba Diving, Shark Diving, Parasailing, Jet Skiing",Adventure,Adventure Lovers,4.8,185000
MLD005,Maldives Luxury Escape,Maldives,"North Mal� Atoll, Vaadhoo Island",8D/7N,5-Star Luxury Water Villa,All Meals,"Seaplane, Private Yacht Transfers","Vaadhoo Beach (Sea of Stars), Private Sandbanks, Coral Lagoons","Private Yacht Cruise, Spa, Fine Dining, Underwater Restaurant",Luxury,Premium Travelers,5,395000
MLD006,Maldives Island Heritage Tour,Maldives,"Mal�, Addu Atoll",6D/5N,4-Star Resort,Breakfast,"Domestic Flight, Speedboat Transfers","Grand Friday Mosque, National Museum, Addu Nature Park","Cultural Tours, Local Island Visits, Traditional Cuisine Experience",Cultural,History & Culture Enthusiasts,4.7,135000
MLD007,Maldives Nature Explorer,Maldives,"Baa Atoll, Vaavu Atoll",7D/6N,Eco Resort,Breakfast + Dinner,Seaplane Transfers,"UNESCO Biosphere Reserve, Coral Reefs, Mangroves","Snorkeling, Dolphin Watching, Manta Ray Diving, Kayaking",Nature & Wildlife,Nature Lovers,4.9,195000
MLD008,Ultimate Maldives Grand Tour,Maldives,"Mal�, North Mal� Atoll, South Mal� Atoll, Baa Atoll, Ari Atoll",10D/9N,5-Star Luxury Resorts,Breakfast + Dinner,"Domestic Flight, Seaplane, Private Yacht","Overwater Villas, Hanifaru Bay, Vaadhoo Beach, Coral Reefs, Private Sandbanks","Island Hopping, Luxury Spa, Scuba Diving, Sunset Cruises, Water Sports",Grand Tour,All Travelers,5,475000
NZL001,New Zealand Budget Explorer,New Zealand,"Auckland, Rotorua",7D/6N,3-Star Hotel,Breakfast,"Airport Transfers, Intercity Coach","Sky Tower, Wai-O-Tapu Thermal Wonderland, Rotorua Lake, Hobbiton","City Tours, Geothermal Park Visit, Shopping",Budget,"Students, Solo Travelers",4.6,125000
NZL002,New Zealand Family Discovery,New Zealand,"Auckland, Queenstown",8D/7N,4-Star Hotel,Breakfast + Dinner,"Domestic Flight, Private Transfers","Sky Tower, Skyline Queenstown, Kiwi Birdlife Park, Lake Wakatipu","Gondola Ride, Family Sightseeing, Wildlife Experience",Family,Families,4.8,185000
NZL003,New Zealand Romantic Escape,New Zealand,"Queenstown, Wanaka",7D/6N,5-Star Lakeside Resort,Breakfast + Romantic Dinner,Private Transfers,"Lake Wakatipu, Milford Sound, Roys Peak, Arrowtown","Sunset Cruise, Couples Spa, Scenic Helicopter Ride",Honeymoon,Couples,4.9,265000
NZL004,New Zealand Adventure Expedition,New Zealand,"Queenstown, Franz Josef Glacier",9D/8N,4-Star Lodge,Breakfast,"Rental SUV, Private Transfers","Nevis Bungy, Franz Josef Glacier, Shotover River","Bungee Jumping, Skydiving, Glacier Hike, Jet Boating",Adventure,Adventure Lovers,4.9,235000
NZL005,New Zealand Luxury Escape,New Zealand,"Auckland, Queenstown, Milford Sound",10D/9N,5-Star Luxury Hotel,All Meals,"Domestic Flights, Private Chauffeur","Milford Sound, Hobbiton, Sky Tower, Lake Tekapo","Private Yacht Cruise, Fine Dining, Spa, Helicopter Tour",Luxury,Premium Travelers,5,435000
NZL006,New Zealand Cultural Heritage Tour,New Zealand,"Rotorua, Wellington",8D/7N,4-Star Hotel,Breakfast,Private Coach,"Te Puia, M?ori Cultural Village, Museum of New Zealand Te Papa Tongarewa","M?ori Cultural Shows, Heritage Tours, Museum Visits",Cultural,History Enthusiasts,4.8,175000
NZL007,New Zealand Nature Explorer,New Zealand,"Fiordland, Mount Cook",9D/8N,Eco Lodge,Breakfast + Dinner,Private Transfers,"Milford Sound, Aoraki/Mount Cook National Park, Lake Pukaki","Hiking, Wildlife Watching, Kayaking, Stargazing",Nature & Wildlife,Nature Lovers,4.9,215000
NZL008,Ultimate New Zealand Grand Tour,New Zealand,"Auckland, Rotorua, Wellington, Queenstown, Milford Sound, Mount Cook",15D/14N,5-Star Hotels,Breakfast + Dinner,"Domestic Flights, Private Transfers","Hobbiton, Sky Tower, Milford Sound, Franz Josef Glacier, Mount Cook, Lake Tekapo","Scenic Train Ride, Adventure Sports, Nature Excursions, Cultural Experiences, Shopping",Grand Tour,All Travelers,5,495000
SGP001,Singapore Budget Explorer,Singapore,Singapore City,5D/4N,3-Star Hotel,Breakfast,"Airport Transfers, MRT Pass","Marina Bay Sands, Merlion Park, Gardens by the Bay, Chinatown","City Tours, Shopping, Street Food Experience",Budget,"Students, Solo Travelers",4.6,55000
SGP002,Singapore Family Discovery,Singapore,"Singapore City, Sentosa Island",6D/5N,4-Star Hotel,Breakfast + Dinner,Private Transfers,"Universal Studios Singapore, S.E.A. Aquarium, Sentosa Skyline Luge, Singapore Zoo","Theme Parks, Aquarium Visit, Cable Car Ride",Family,Families,4.8,95000
SGP003,Singapore Romantic Escape,Singapore,"Singapore City, Sentosa Island",5D/4N,5-Star Luxury Hotel,Breakfast + Romantic Dinner,Private Transfers,"Marina Bay Sands SkyPark, Gardens by the Bay, Sentosa Beaches","Sunset Cruise, Couples Spa, Rooftop Dining, Night Safari",Honeymoon,Couples,4.9,155000
SGP004,Singapore Adventure Expedition,Singapore,"Singapore City, Sentosa Island",6D/5N,4-Star Hotel,Breakfast,Private Transfers,"Mega Adventure Park, Adventure Cove Waterpark, Southern Ridges","Ziplining, Indoor Skydiving, Water Sports, Hiking",Adventure,Adventure Lovers,4.8,125000
SGP005,Singapore Luxury Escape,Singapore,Singapore City,7D/6N,5-Star Luxury Hotel,All Meals,Private Chauffeur,"Marina Bay Sands, Gardens by the Bay, Jewel Changi Airport, Orchard Road","Luxury Shopping, Michelin-Star Dining, Private Yacht Cruise, Spa",Luxury,Premium Travelers,5,285000
SGP006,Singapore Cultural Heritage Tour,Singapore,Singapore City,6D/5N,4-Star Hotel,Breakfast,"MRT Pass, Private Coach","Chinatown, Little India, Kampong Glam, National Museum of Singapore","Heritage Walks, Museum Visits, Hawker Food Trail",Cultural,History Enthusiasts,4.7,85000
SGP007,Singapore Nature Explorer,Singapore,"Singapore City, Pulau Ubin",6D/5N,Eco Resort,Breakfast + Dinner,"Ferry, Private Transfers","Singapore Botanic Gardens, Sungei Buloh Wetland Reserve, Pulau Ubin, MacRitchie Reservoir","Cycling, Bird Watching, Nature Trails, Kayaking",Nature & Wildlife,Nature Lovers,4.8,105000
SGP008,Ultimate Singapore Grand Tour,Singapore,"Singapore City, Sentosa Island, Pulau Ubin",8D/7N,5-Star Hotel,Breakfast + Dinner,Private Transfers,"Marina Bay Sands, Universal Studios Singapore, Gardens by the Bay, Sentosa Island, Night Safari, Singapore Flyer, Jewel Changi Airport","Theme Parks, City Tours, Shopping, Wildlife Experiences, River Cruise",Grand Tour,All Travelers,5,245000
ESP001,Spain Budget Explorer,Spain,"Madrid, Barcelona",6D/5N,3-Star Hotel,Breakfast,"Airport Transfers, High-Speed AVE Train","Sagrada Fam�lia, Royal Palace of Madrid, Plaza Mayor, Park G�ell","City Tours, Shopping, Local Food Walk",Budget,"Students, Solo Travelers",4.5,105000
ESP002,Spain Family Discovery,Spain,"Madrid, Valencia",7D/6N,4-Star Hotel,Breakfast + Dinner,"Private Transfers, High-Speed Train","Oceanogr�fic Valencia, City of Arts and Sciences, Retiro Park, Royal Palace","Aquarium Visit, Family Sightseeing, Cultural Experiences",Family,Families,4.8,165000
ESP003,Spain Romantic Escape,Spain,"Barcelona, Seville",7D/6N,5-Star Luxury Hotel,Breakfast + Romantic Dinner,"Private Transfers, Domestic Flight","Sagrada Fam�lia, La Rambla, Plaza de Espa�a, Alc�zar of Seville","Flamenco Show, Sunset Cruise, Couples Spa, Fine Dining",Honeymoon,Couples,4.9,235000
ESP004,Spain Adventure Expedition,Spain,"Granada, Sierra Nevada",8D/7N,Mountain Lodge,Breakfast,"Rental Car, Private Transfers","Sierra Nevada National Park, Alhambra, Mulhac�n Peak","Hiking, Rock Climbing, Mountain Biking, Skiing (Winter)",Adventure,Adventure Lovers,4.8,195000
ESP005,Spain Luxury Escape,Spain,"Madrid, Barcelona, Ibiza",10D/9N,5-Star Luxury Resort,All Meals,"Business Class Domestic Flights, Private Chauffeur","Sagrada Fam�lia, Royal Palace, Ibiza Beaches, Park G�ell","Private Yacht Cruise, Luxury Shopping, Michelin-Star Dining, Spa",Luxury,Premium Travelers,5,395000
ESP006,Spain Cultural Heritage Tour,Spain,"Madrid, Toledo, C�rdoba",8D/7N,4-Star Hotel,Breakfast,"High-Speed Train, Private Coach","Toledo Cathedral, Mosque?Cathedral of C�rdoba, Prado Museum, Royal Palace","Heritage Walks, Museum Tours, Flamenco Performance",Cultural,History Enthusiasts,4.8,155000
ESP007,Spain Nature Explorer,Spain,"Tenerife, Picos de Europa",8D/7N,Eco Resort,Breakfast + Dinner,"Domestic Flight, Private Transfers","Teide National Park, Mount Teide, Picos de Europa National Park","Hiking, Cable Car Ride, Whale Watching, Nature Photography",Nature & Wildlife,Nature Lovers,4.8,185000
ESP008,Ultimate Spain Grand Tour,Spain,"Madrid, Barcelona, Seville, Granada, Valencia, Ibiza",14D/13N,5-Star Hotels,Breakfast + Dinner,"High-Speed Trains, Domestic Flights, Private Transfers","Sagrada Fam�lia, Royal Palace, Alhambra, Plaza de Espa�a, City of Arts and Sciences, Ibiza Beaches","City Tours, Flamenco Shows, Beach Excursions, Wine Tasting, Shopping",Grand Tour,All Travelers,5,455000
THA001,Thailand Budget Explorer,Thailand,"Bangkok, Pattaya",5D/4N,3-Star Hotel,Breakfast,"Airport Transfers, Shared Coach","Grand Palace, Wat Arun, Pattaya Beach, Walking Street","City Tours, Beach Visit, Shopping",Budget,"Students, Solo Travelers",4.5,45000
THA002,Thailand Family Discovery,Thailand,"Bangkok, Phuket",6D/5N,4-Star Hotel,Breakfast + Dinner,"Domestic Flight, Private Transfers","Grand Palace, Phi Phi Islands, Phuket Old Town, Big Buddha","Island Tour, Family Beach Activities, Cultural Visits",Family,Families,4.8,75000
THA003,Thailand Romantic Escape,Thailand,"Phuket, Krabi",6D/5N,5-Star Beach Resort,Breakfast + Romantic Dinner,"Private Transfers, Speedboat","Phi Phi Islands, Railay Beach, James Bond Island, Maya Bay","Sunset Cruise, Couples Spa, Candlelight Dinner, Island Hopping",Honeymoon,Couples,4.9,135000
THA004,Thailand Adventure Expedition,Thailand,"Chiang Mai, Chiang Rai",8D/7N,4-Star Resort,Breakfast,"Domestic Flight, Private Transfers","Doi Inthanon National Park, White Temple, Golden Triangle, Mae Taeng River","Jungle Trekking, Whitewater Rafting, Ziplining, ATV Ride",Adventure,Adventure Lovers,4.8,145000
THA005,Thailand Luxury Escape,Thailand,"Bangkok, Phuket, Koh Samui",9D/8N,5-Star Luxury Resort,All Meals,"Business Class Domestic Flights, Private Chauffeur","Grand Palace, Koh Samui Beaches, Phi Phi Islands, Big Buddha","Private Yacht Cruise, Luxury Shopping, Spa, Fine Dining",Luxury,Premium Travelers,5,295000
THA006,Thailand Cultural Heritage Tour,Thailand,"Bangkok, Ayutthaya, Chiang Mai",7D/6N,4-Star Hotel,Breakfast,"Private Coach, Domestic Flight","Ayutthaya Historical Park, Wat Pho, Doi Suthep Temple, Wat Rong Khun","Temple Tours, Thai Cultural Show, Floating Market Visit",Cultural,History Enthusiasts,4.8,95000
THA007,Thailand Nature Explorer,Thailand,"Khao Sok, Krabi",8D/7N,Eco Resort,Breakfast + Dinner,Private Transfers,"Khao Sok National Park, Emerald Pool, Railay Beach, Phang Nga Bay","Kayaking, Wildlife Safari, Hiking, Snorkeling",Nature & Wildlife,Nature Lovers,4.8,125000
THA008,Ultimate Thailand Grand Tour,Thailand,"Bangkok, Pattaya, Phuket, Krabi, Chiang Mai",12D/11N,5-Star Hotels,Breakfast + Dinner,"Domestic Flights, Private Transfers","Grand Palace, Phi Phi Islands, Railay Beach, White Temple, Doi Suthep, Walking Street","Island Hopping, Temple Tours, Adventure Activities, Shopping, Thai Cultural Experiences",Grand Tour,All Travelers,5,345000
UAE001,UAE Budget Explorer,United Arab Emirates,"Dubai, Sharjah",5D/4N,3-Star Hotel,Breakfast,"Airport Transfers, Shared Coach","Burj Khalifa, Dubai Mall, Dubai Fountain, Sharjah Museum of Islamic Civilization","City Tours, Shopping, Cultural Walks",Budget,"Students, Solo Travelers",4.5,55000
UAE002,UAE Family Discovery,United Arab Emirates,"Dubai, Abu Dhabi",6D/5N,4-Star Hotel,Breakfast + Dinner,Private Transfers,"Ferrari World, Sheikh Zayed Grand Mosque, Dubai Aquarium, Miracle Garden","Theme Parks, Desert Safari, Family Sightseeing",Family,Families,4.8,95000
UAE003,UAE Romantic Escape,United Arab Emirates,"Dubai, Abu Dhabi",6D/5N,5-Star Luxury Hotel,Breakfast + Romantic Dinner,Private Chauffeur,"Burj Al Arab, Palm Jumeirah, Dubai Marina, Louvre Abu Dhabi","Luxury Yacht Cruise, Couples Spa, Sunset Dinner, Marina Walk",Honeymoon,Couples,4.9,165000
UAE004,UAE Adventure Expedition,United Arab Emirates,"Dubai, Hatta",7D/6N,4-Star Resort,Breakfast,Private Transfers,"Dubai Desert Conservation Reserve, Hatta Mountains, Jebel Jais","Desert Safari, Dune Bashing, Ziplining, Kayaking, Mountain Hiking",Adventure,Adventure Lovers,4.8,145000
UAE005,UAE Luxury Escape,United Arab Emirates,"Dubai, Abu Dhabi",8D/7N,5-Star Luxury Resort,All Meals,"Private Chauffeur, Luxury SUV","Burj Khalifa, Atlantis The Palm, Emirates Palace, Dubai Marina","Private Yacht Charter, Fine Dining, Luxury Shopping, Spa",Luxury,Premium Travelers,5,325000
UAE006,UAE Cultural Heritage Tour,United Arab Emirates,"Dubai, Abu Dhabi, Al Ain",7D/6N,4-Star Hotel,Breakfast,Private Coach,"Al Fahidi Historical District, Sheikh Zayed Grand Mosque, Al Ain Oasis, Qasr Al Hosn","Heritage Walks, Museum Visits, Cultural Shows",Cultural,History Enthusiasts,4.8,105000
UAE007,UAE Nature Explorer,United Arab Emirates,"Ras Al Khaimah, Fujairah",7D/6N,Eco Resort,Breakfast + Dinner,Private Transfers,"Jebel Jais, Wadi Wurayah National Park, Snoopy Island","Hiking, Snorkeling, Wildlife Watching, Beach Exploration",Nature & Wildlife,Nature Lovers,4.8,125000
UAE008,Ultimate UAE Grand Tour,United Arab Emirates,"Dubai, Abu Dhabi, Sharjah, Ras Al Khaimah, Al Ain",10D/9N,5-Star Hotels,Breakfast + Dinner,Private Transfers,"Burj Khalifa, Sheikh Zayed Grand Mosque, Ferrari World, Palm Jumeirah, Jebel Jais, Dubai Frame","City Tours, Desert Safari, Theme Parks, Luxury Shopping, Cultural Experiences",Grand Tour,All Travelers,5,365000
UK001,United Kingdom Budget Explorer,United Kingdom,"London, Birmingham",7D/6N,3-Star Hotel,Breakfast,"Airport Transfers, Intercity Train","Big Ben, Buckingham Palace, Tower Bridge, Birmingham Museum & Art Gallery","City Tours, Shopping, Museum Visits",Budget,"Students, Solo Travelers",4.5,125000
UK002,United Kingdom Family Discovery,United Kingdom,"London, Edinburgh",8D/7N,4-Star Hotel,Breakfast + Dinner,"High-Speed Train, Private Transfers","London Eye, Edinburgh Castle, Tower of London, Natural History Museum","Family Sightseeing, River Cruise, Castle Tour",Family,Families,4.8,185000
UK003,United Kingdom Romantic Escape,United Kingdom,"London, Cotswolds",7D/6N,5-Star Luxury Hotel,Breakfast + Romantic Dinner,Private Chauffeur,"Buckingham Palace, Hyde Park, Bourton-on-the-Water, Blenheim Palace","Thames Dinner Cruise, Countryside Drive, Spa Experience",Honeymoon,Couples,4.9,255000
UK004,United Kingdom Adventure Expedition,United Kingdom,"Scottish Highlands, Isle of Skye",9D/8N,Mountain Lodge,Breakfast,"Rental SUV, Private Transfers","Ben Nevis, Loch Ness, Isle of Skye, Glen Coe","Hiking, Kayaking, Wildlife Watching, Mountain Trekking",Adventure,Adventure Lovers,4.8,225000
UK005,United Kingdom Luxury Escape,United Kingdom,"London, Edinburgh, Windsor",10D/9N,5-Star Luxury Hotel,All Meals,"Business Class Domestic Flight, Private Chauffeur","Buckingham Palace, Windsor Castle, Edinburgh Castle, The Shard","Luxury Shopping, Afternoon Tea, Michelin-Star Dining, Private City Tours",Luxury,Premium Travelers,5,425000
UK006,United Kingdom Cultural Heritage Tour,United Kingdom,"London, Oxford, Bath",8D/7N,4-Star Hotel,Breakfast,Private Coach,"Westminster Abbey, Stonehenge, Roman Baths, University of Oxford","Heritage Walks, Museum Tours, Historic Site Visits",Cultural,History Enthusiasts,4.8,175000
UK007,United Kingdom Nature Explorer,United Kingdom,"Lake District, Snowdonia",8D/7N,Eco Lodge,Breakfast + Dinner,Private Transfers,"Lake Windermere, Scafell Pike, Snowdonia National Park, Mount Snowdon","Hiking, Boating, Cycling, Nature Photography",Nature & Wildlife,Nature Lovers,4.8,195000
UK008,Ultimate United Kingdom Grand Tour,United Kingdom,"London, Edinburgh, Manchester, Oxford, Bath, Lake District",14D/13N,5-Star Hotels,Breakfast + Dinner,"High-Speed Trains, Domestic Flight, Private Transfers","Big Ben, Buckingham Palace, Edinburgh Castle, Stonehenge, Roman Baths, Lake District National Park","City Tours, Castle Visits, Shopping, River Cruise, Cultural Experiences",Grand Tour,All Travelers,5,495000
USA001,United States Budget Explorer,United States,"New York City, Washington D.C.",7D/6N,3-Star Hotel,Breakfast,"Airport Transfers, Amtrak Train","Statue of Liberty, Times Square, White House, National Mall","City Tours, Museum Visits, Shopping",Budget,"Students, Solo Travelers",4.5,145000
USA002,United States Family Discovery,United States,"Orlando, Miami",8D/7N,4-Star Hotel,Breakfast + Dinner,"Domestic Flight, Private Transfers","Walt Disney World, Universal Orlando Resort, Miami Beach","Theme Parks, Family Entertainment, Beach Activities",Family,Families,4.8,225000
USA003,United States Romantic Escape,United States,"New York City, Napa Valley",7D/6N,5-Star Luxury Hotel,Breakfast + Romantic Dinner,"Domestic Flight, Private Transfers","Central Park, Empire State Building, Napa Vineyards","Wine Tasting, Broadway Show, Couples Spa, Fine Dining",Honeymoon,Couples,4.9,295000
USA004,United States Adventure Expedition,United States,"Las Vegas, Grand Canyon",9D/8N,4-Star Resort,Breakfast,"Rental SUV, Private Transfers","Grand Canyon National Park, Hoover Dam, Red Rock Canyon","Helicopter Tour, Hiking, ATV Ride, Skywalk Experience",Adventure,Adventure Lovers,4.8,245000
USA005,United States Luxury Escape,United States,"New York City, Los Angeles, Las Vegas",10D/9N,5-Star Luxury Hotel,All Meals,"Business Class Domestic Flights, Private Chauffeur","Hollywood Sign, Beverly Hills, Times Square, Bellagio Fountains","Luxury Shopping, Private City Tours, Helicopter Ride, Michelin-Star Dining",Luxury,Premium Travelers,5,495000
USA006,United States Cultural Heritage Tour,United States,"Boston, Philadelphia, Washington D.C.",8D/7N,4-Star Hotel,Breakfast,"Amtrak Train, Private Coach","Freedom Trail, Liberty Bell, Smithsonian Museums, White House","Heritage Walks, Museum Tours, Historic Landmark Visits",Cultural,History Enthusiasts,4.8,195000
USA007,United States Nature Explorer,United States,"Yellowstone, Yosemite",9D/8N,Eco Lodge,Breakfast + Dinner,"Domestic Flight, Private Transfers","Yellowstone National Park, Yosemite Valley, Old Faithful, Half Dome","Wildlife Safari, Hiking, Camping, Nature Photography",Nature & Wildlife,Nature Lovers,4.9,255000
USA008,Ultimate United States Grand Tour,United States,"New York City, Washington D.C., Orlando, Las Vegas, Los Angeles, San Francisco",15D/14N,5-Star Hotels,Breakfast + Dinner,"Domestic Flights, Private Transfers","Statue of Liberty, White House, Walt Disney World, Grand Canyon, Hollywood, Golden Gate Bridge","City Tours, Theme Parks, Road Trip, Shopping, National Park Excursions",Grand Tour,All Travelers,5,595000
